"","account_id","district_name","open_date","statement_frequency","num_cutomers","credit_cards","loan_status","loan_default","loan","loan_amount","loan_payments","loan_term","min_withdrawal","max_withdrawal","cc_payments","min_balance","max_balance"
"843",884,"Benesov",1993-12-07,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,4800,123,3389,29532
"844",885,"Hl.m. Praha",1993-06-25,"monthly",1,1,NA,NA,NA,NA,NA,NA,15,25500,134,300,115837
"845",886,"Hl.m. Praha",1993-06-23,"monthly",1,1,NA,NA,NA,NA,NA,NA,15,50000,138,900,119897
"846",887,"Hl.m. Praha",1993-05-05,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,10550,137,4514,28162
"847",888,"Brno - mesto",1996-10-28,"monthly",2,0,NA,NA,NA,NA,NA,NA,15,10900,49,800,35937
"848",889,"Hradec Kralove",1997-12-22,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,3600,21,300,30380
"849",890,"Ceske Budejovice",1993-02-05,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,23100,154,700,41862
"850",891,"Chomutov",1996-05-23,"monthly",2,0,NA,NA,NA,NA,NA,NA,15,6600,59,1000,46293
"851",892,"Karvina",1993-03-20,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,11050,136,900,54945
"852",893,"Blansko",1995-04-12,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,46400,90,900,100578
"853",894,"Nachod",1995-08-27,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,17900,79,800,33689
"854",895,"Karlovy Vary",1996-03-12,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,2900,69,600,21603
"855",896,"Beroun",1995-06-11,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,45700,86,600,65186
"856",897,"Louny",1993-04-26,"monthly",1,1,NA,NA,NA,NA,NA,NA,15,64500,185,600,146944
"857",898,"Novy Jicin",1996-03-27,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,19600,68,200,69388
"858",899,"Olomouc",1993-06-21,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,29400,136,900,61612
"859",900,"Rychnov nad Kneznou",1994-04-26,"monthly",2,0,NA,NA,NA,NA,NA,NA,15,9900,124,1100,41769
"860",901,"Prostejov",1994-07-10,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,4400,109,900,45333
"861",902,"Ostrava - mesto",1993-06-29,"monthly",2,0,NA,NA,NA,NA,NA,NA,15,13700,146,800,43025
"862",903,"Pardubice",1993-12-10,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,8790,135,1100,33437
"863",904,"Hl.m. Praha",1994-03-20,"monthly",1,1,NA,NA,NA,NA,NA,NA,15,26100,116,300,106048
"864",905,"Jablonec n. Nisou",1996-12-11,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,10700,50,1000,31683
"865",906,"Kromeriz",1997-12-27,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,2070,21,800,19848
"866",907,"Usti nad Labem",1993-07-09,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,5370,156,300,33196
"867",908,"Uherske Hradiste",1994-04-29,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,35900,132,900,85090
"868",909,"Sokolov",1997-09-02,"monthly",2,0,NA,NA,NA,NA,NA,NA,15,1170,33,900,21420
"869",910,"Hl.m. Praha",1997-02-03,"monthly",2,0,NA,NA,NA,NA,NA,NA,15,8000,47,1100,46627
"870",911,"Prostejov",1996-08-12,"monthly",1,1,NA,NA,NA,NA,NA,NA,15,37200,66,600,106283
"871",912,"Znojmo",1997-04-27,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,3100,37,400,25351
"872",913,"Kromeriz",1996-05-10,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,24000,74,300,56258
"873",914,"Opava",1993-11-14,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,5910,119,800,27453
"874",915,"Olomouc",1995-01-18,"monthly",1,0,"current","False","False",309552,6449,"48",15,50600,101,700,121713
"875",916,"Hl.m. Praha",1996-08-13,"monthly",2,0,NA,NA,NA,NA,NA,NA,15,18100,58,600,56056
"876",917,"Breclav",1995-10-13,"monthly",2,0,NA,NA,NA,NA,NA,NA,15,24960,96,300,56837
"877",918,"Prostejov",1996-08-23,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,27900,53,400,75788
"878",919,"Uherske Hradiste",1997-03-03,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,11100,49,800,54192
"879",920,"Jihlava",1996-09-05,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,6300,57,800,27484
"880",921,"Praha - vychod",1996-10-08,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,12100,55,500,44033
"881",922,"Trebic",1995-04-27,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,22720,122,400,65796
"882",923,"Rakovnik",1996-02-07,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,10050,71,5678,30033
"883",924,"Praha - zapad",1995-12-09,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,6750,79,400,26057
"884",925,"Kromeriz",1993-02-23,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,20100,142,500,79963
"885",926,"Liberec",1996-11-01,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,8300,53,1100,32464
"886",927,"Jesenik",1997-04-12,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,13400,42,400,42111
"887",928,"Strakonice",1993-04-26,"monthly",2,0,NA,NA,NA,NA,NA,NA,15,40320,179,1100,78232
"888",929,"Brno - mesto",1993-07-03,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,9300,146,200,51788
"889",930,"Usti nad Labem",1993-08-03,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,25920,150,300,76690
"890",931,"Kromeriz",1993-10-15,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,9440,150,700,40923
"891",932,"Strakonice",1996-07-08,"monthly",2,0,NA,NA,NA,NA,NA,NA,15,9250,61,900,29502
"892",933,"Tabor",1995-11-18,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,11250,72,800,37698
"893",934,"Nymburk",1997-11-27,"monthly",2,0,NA,NA,NA,NA,NA,NA,15,12550,23,300,36112
"894",935,"Cheb",1996-12-25,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,4600,45,500,22788
"895",936,"Melnik",1996-03-02,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,3760,69,700,24562
"896",937,"Hradec Kralove",1995-08-26,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,6700,77,900,33466
"897",938,"Karvina",1997-12-13,"monthly",1,0,"current","False","False",22260,371,"60",15,5640,31,700,37570
"898",939,"Brno - venkov",1994-10-04,"monthly",2,0,NA,NA,NA,NA,NA,NA,15,7290,103,1100,24828
"899",940,"Litomerice",1994-11-15,"monthly",2,1,"current","False","False",284280,4738,"60",15,63200,106,300,136560
"900",941,"Mlada Boleslav",1994-06-08,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,9400,121,200,37056
"901",942,"Nymburk",1993-08-16,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,31100,232,800,81932
"902",943,"Hl.m. Praha",1993-02-03,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,8670,143,800,30490
"903",944,"Karvina",1993-03-08,"monthly",2,0,NA,NA,NA,NA,NA,NA,15,18700,144,16927,69717
"904",945,"Pisek",1996-08-16,"monthly",1,1,NA,NA,NA,NA,NA,NA,15,21700,46,600,96014
"905",946,"Tabor",1996-01-01,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,24700,74,1100,67965
"906",947,"Kromeriz",1993-05-17,"monthly",2,0,NA,NA,NA,NA,NA,NA,15,36960,171,1100,64798
"907",949,"Jihlava",1996-02-13,"monthly",1,0,NA,NA,NA,NA,NA,NA,0,33000,76,-502,81900
"908",950,"Semily",1993-08-26,"monthly",1,1,NA,NA,NA,NA,NA,NA,15,63200,142,200,128742
"909",951,"Beroun",1996-04-28,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,4350,61,1100,30322
"910",952,"Usti nad Labem",1997-11-09,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,18300,32,400,62781
"911",953,"Ceske Budejovice",1995-07-22,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,6600,104,400,40595
"912",954,"Ostrava - mesto",1996-01-08,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,8960,89,1000,46354
"913",955,"Kromeriz",1996-07-08,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,15800,64,400,58275
"914",956,"Ostrava - mesto",1993-12-05,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,27800,166,400,83437
"915",957,"Karvina",1995-12-22,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,7230,92,500,28892
"916",958,"Olomouc",1996-06-06,"monthly",2,0,NA,NA,NA,NA,NA,NA,15,8100,63,200,37038
"917",959,"Hl.m. Praha",1996-02-23,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,4900,66,1000,25944
"918",960,"Kladno",1994-11-02,"after every transaction",1,1,"current","False","False",189060,3151,"60",100,44900,105,200,137223
"919",961,"Hl.m. Praha",1997-10-18,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,15400,30,300,45514
"920",962,"Zlin",1996-06-24,"monthly",2,0,NA,NA,NA,NA,NA,NA,15,23100,68,200,54045
"921",963,"Melnik",1996-08-09,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,24500,58,500,87532
"922",964,"Plzen - mesto",1994-07-08,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,27700,143,400,90662
"923",965,"Strakonice",1993-08-25,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,7300,156,700,34370
"924",966,"Cesky Krumlov",1997-10-14,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,1080,25,1100,25390
"925",967,"Cesky Krumlov",1996-08-17,"monthly",1,1,NA,NA,NA,NA,NA,NA,15,37100,56,900,128400
"926",968,"Ostrava - mesto",1995-11-11,"monthly",2,0,NA,NA,NA,NA,NA,NA,15,12500,85,200,50723
"927",969,"Prachatice",1994-01-08,"monthly",1,1,NA,NA,NA,NA,NA,NA,15,31400,217,200,104518
"928",970,"Pisek",1997-07-20,"monthly",1,1,NA,NA,NA,NA,NA,NA,15,15100,37,400,77766
"929",971,"Pribram",1996-07-18,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,13280,68,500,46335
"930",972,"Nachod",1996-09-29,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,5100,52,600,21862
"931",973,"Brno - mesto",1994-11-05,"monthly",2,0,NA,NA,NA,NA,NA,NA,15,13650,101,600,45665
"932",974,"Rokycany",1994-02-25,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,33900,117,500,86826
"933",975,"Hl.m. Praha",1996-10-19,"monthly",2,0,NA,NA,NA,NA,NA,NA,15,6300,51,800,28976
"934",976,"Vsetin",1996-01-27,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,42400,73,900,82098
"935",977,"Hl.m. Praha",1993-04-26,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,44320,153,800,114688
"936",978,"Opava",1993-08-18,"monthly",1,1,NA,NA,NA,NA,NA,NA,15,11900,125,1100,93284
"937",979,"Tabor",1993-02-16,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,20800,142,1000,63105
"938",980,"Hl.m. Praha",1996-12-11,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,16100,55,300,66098
"939",981,"Zdar nad Sazavou",1995-03-25,"monthly",1,1,NA,NA,NA,NA,NA,NA,15,26400,92,600,109893
"940",982,"Brno - mesto",1993-02-05,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,16800,179,900,49039
"941",984,"Benesov",1996-07-10,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,11900,64,200,46788
"942",985,"Ceska Lipa",1994-05-29,"monthly",2,0,NA,NA,NA,NA,NA,NA,15,7950,107,900,30396
"943",986,"Ostrava - mesto",1996-05-02,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,13500,65,600,36823
"944",987,"Cesky Krumlov",1996-08-27,"monthly",2,0,NA,NA,NA,NA,NA,NA,15,36960,61,1100,73967
"945",988,"Praha - vychod",1994-10-22,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,8400,98,400,50257
"946",989,"Prachatice",1994-03-14,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,4000,111,1000,29011
"947",990,"Pelhrimov",1995-10-11,"monthly",1,1,NA,NA,NA,NA,NA,NA,15,19900,80,700,97505
"948",991,"Most",1993-05-18,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,64800,140,1100,121246
"949",992,"Domazlice",1995-10-01,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,20000,84,700,45061
"950",993,"Kutna Hora",1996-11-14,"monthly",1,1,"current","False","False",108720,1812,"60",15,51300,51,1000,123602
"951",994,"Olomouc",1995-09-15,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,23700,127,700,78517
"952",995,"Zlin",1995-08-23,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,4740,77,1000,30252
"953",996,"Pardubice",1997-08-18,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,6100,30,1100,30371
"954",997,"Brno - mesto",1997-05-08,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,4110,47,700,31643
"955",998,"Pardubice",1993-11-11,"monthly",1,1,NA,NA,NA,NA,NA,NA,15,87400,125,9758,109569
"956",1000,"Vsetin",1993-01-25,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,32600,146,200,102396
"957",1002,"Svitavy",1996-09-17,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,5900,59,500,29756
"958",1003,"Plzen - sever",1996-10-10,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,22000,55,200,76667
"959",1004,"Karvina",1996-07-02,"monthly",1,0,"current","False","False",188532,5237,"36",15,62100,85,200,143846
"960",1005,"Brno - mesto",1993-02-23,"weekly",1,0,NA,NA,NA,NA,NA,NA,30,58000,149,300,150458
"961",1006,"Kutna Hora",1993-02-08,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,8190,178,1000,59040
"962",1007,"Hl.m. Praha",1996-06-28,"monthly",1,1,NA,NA,NA,NA,NA,NA,15,53300,106,1000,104968
"963",1008,"Rakovnik",1996-10-05,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,8700,55,700,37132
"964",1009,"Hl.m. Praha",1995-08-01,"weekly",1,1,NA,NA,NA,NA,NA,NA,30,63600,83,400,136344
"965",1010,"Trebic",1995-05-01,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,63700,109,800,141422
"966",1011,"Jicin",1994-12-17,"monthly",1,0,"current","False","False",204000,3400,"60",15,22588,106,400,99044
"967",1012,"Znojmo",1994-07-09,"monthly",1,0,"expired","Flase","False",98184,4091,"24",1,24723,179,500,78911
"968",1013,"Kromeriz",1996-05-13,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,2580,59,300,26852
"969",1014,"Ostrava - mesto",1996-03-20,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,19700,79,800,69271
"970",1015,"Hl.m. Praha",1997-06-14,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,11000,41,1100,38938
"971",1016,"Teplice",1993-09-29,"monthly",1,1,NA,NA,NA,NA,NA,NA,15,25100,129,600,119385
"972",1017,"Ceske Budejovice",1994-08-11,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,29200,106,800,74560
"973",1018,"Melnik",1993-06-03,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,5400,152,600,34048
"974",1019,"Usti nad Orlici",1993-01-21,"monthly",1,1,NA,NA,NA,NA,NA,NA,15,20960,148,1100,71185
"975",1020,"Breclav",1996-04-09,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,4000,72,1100,30473
"976",1021,"Havlickuv Brod",1996-11-17,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,3990,47,1000,27435
"977",1022,"Decin",1994-08-01,"weekly",2,0,NA,NA,NA,NA,NA,NA,30,64000,140,700,155581
"978",1023,"Tabor",1993-08-13,"monthly",1,1,NA,NA,NA,NA,NA,NA,15,37280,130,1100,67032
"979",1024,"Prachatice",1997-05-02,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,2790,41,600,21041
"980",1026,"Strakonice",1997-09-03,"monthly",2,1,NA,NA,NA,NA,NA,NA,15,18500,34,1000,72773
"981",1027,"Frydek - Mistek",1997-07-18,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,4200,36,800,23873
"982",1028,"Cheb",1996-03-19,"monthly",2,0,NA,NA,NA,NA,NA,NA,500,4900,18,400,24200
"983",1029,"Plzen - mesto",1996-06-25,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,63800,98,600,194119
"984",1030,"Hodonin",1995-11-12,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,9600,72,1100,50026
"985",1031,"Ostrava - mesto",1995-06-20,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,24640,90,900,72294
"986",1032,"Praha - zapad",1993-04-26,"monthly",1,1,NA,NA,NA,NA,NA,NA,15,64600,141,400,154149
"987",1033,"Ceska Lipa",1997-08-05,"monthly",1,0,NA,NA,NA,NA,NA,NA,400,8400,15,1100,39468
"988",1034,"Opava",1997-04-04,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,5760,50,1100,42989
"989",1035,"Opava",1997-04-18,"monthly",1,1,NA,NA,NA,NA,NA,NA,15,18500,42,700,79727
"990",1036,"Praha - zapad",1996-01-18,"monthly",1,1,NA,NA,NA,NA,NA,NA,15,25700,71,600,88639
"991",1037,"Hl.m. Praha",1997-02-18,"monthly",1,1,NA,NA,NA,NA,NA,NA,15,19300,46,500,84214
"992",1038,"Zlin",1995-04-20,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,4590,85,400,24500
"993",1039,"Karvina",1993-05-10,"weekly",2,1,NA,NA,NA,NA,NA,NA,30,64500,186,400,149189
"994",1040,"Prachatice",1996-05-18,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,60400,74,1000,127976
"995",1042,"Hradec Kralove",1994-04-03,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,29200,117,900,66650
"996",1043,"Hl.m. Praha",1997-08-13,"monthly",2,1,NA,NA,NA,NA,NA,NA,15,21700,34,1000,84823
"997",1044,"Ceske Budejovice",1995-11-09,"monthly",1,1,NA,NA,NA,NA,NA,NA,15,19400,76,500,63643
"998",1045,"Beroun",1996-05-09,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,10000,65,800,29521
"999",1046,"Hl.m. Praha",1995-04-14,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,16000,103,700,51107
"1000",1047,"Nachod",1994-06-13,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,7400,120,800,37589
"1001",1048,"Jablonec n. Nisou",1993-05-05,"monthly",2,0,NA,NA,NA,NA,NA,NA,15,4900,137,1100,32056
"1002",1049,"Pisek",1997-12-04,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,5200,33,500,36081
"1003",1050,"Hodonin",1993-02-24,"after every transaction",2,0,NA,NA,NA,NA,NA,NA,100,28600,146,1000,103728
"1004",1051,"Jablonec n. Nisou",1993-10-21,"monthly",2,0,NA,NA,NA,NA,NA,NA,15,28000,127,800,61520
"1005",1052,"Trebic",1993-09-27,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,29100,149,200,77637
"1006",1053,"Hodonin",1994-05-25,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,31840,121,700,44893
"1007",1054,"Praha - vychod",1993-02-19,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,18560,150,800,46555
"1008",1055,"Rokycany",1996-12-12,"monthly",2,0,NA,NA,NA,NA,NA,NA,15,4950,45,600,23416
"1009",1056,"Hl.m. Praha",1996-12-28,"weekly",1,0,NA,NA,NA,NA,NA,NA,30,38500,35,1100,105251
"1010",1057,"Rakovnik",1993-08-23,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,8100,125,1000,31485
"1011",1058,"Pardubice",1996-06-11,"monthly",1,1,NA,NA,NA,NA,NA,NA,15,27680,61,1000,86188
"1012",1059,"Mlada Boleslav",1995-05-30,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,8500,83,1100,23118
"1013",1060,"Kutna Hora",1996-10-20,"monthly",1,0,NA,NA,NA,NA,NA,NA,1400,22700,25,800,72611
"1014",1061,"Chrudim",1997-10-17,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,9300,31,1000,32196
"1015",1062,"Kutna Hora",1993-07-11,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,28800,131,1000,87829
"1016",1063,"Frydek - Mistek",1996-09-19,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,17600,60,200,89300
"1017",1064,"Karvina",1997-09-29,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,6700,28,500,31827
"1018",1065,"Olomouc",1993-03-27,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,22700,170,400,65741
"1019",1066,"Jindrichuv Hradec",1996-09-15,"weekly",1,0,NA,NA,NA,NA,NA,NA,30,63300,78,900,145024
"1020",1067,"Chomutov",1996-09-10,"monthly",2,1,NA,NA,NA,NA,NA,NA,15,58000,83,1000,146318
"1021",1068,"Usti nad Orlici",1997-02-15,"monthly",1,0,"current","False","False",253200,4220,"60",15,34800,49,1000,96491
"1022",1069,"Karvina",1993-07-24,"monthly",2,0,NA,NA,NA,NA,NA,NA,15,3800,127,700,26753
"1023",1070,"Uherske Hradiste",1996-04-23,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,18500,66,200,53992
"1024",1071,"Frydek - Mistek",1993-05-10,"weekly",1,0,"current","False","False",253200,4220,"60",30,62600,153,800,133188
"1025",1072,"Znojmo",1997-12-09,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,14720,28,400,57351
"1026",1073,"Opava",1994-02-27,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,44960,156,1000,103225
"1027",1074,"Kromeriz",1996-05-16,"monthly",1,1,NA,NA,NA,NA,NA,NA,15,31400,63,1000,105596
"1028",1075,"Jablonec n. Nisou",1995-07-13,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,25100,110,800,59107
"1029",1076,"Hl.m. Praha",1994-10-30,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,19100,115,200,85941
"1030",1077,"Ceske Budejovice",1993-03-03,"monthly",1,1,NA,NA,NA,NA,NA,NA,15,29300,186,1000,98011
"1031",1078,"Hl.m. Praha",1996-07-12,"monthly",2,0,NA,NA,NA,NA,NA,NA,15,13450,61,800,29352
"1032",1079,"Ostrava - mesto",1993-09-14,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,42600,137,700,103468
"1033",1080,"Brno - venkov",1993-12-27,"monthly",1,1,NA,NA,NA,NA,NA,NA,15,39520,123,700,111580
"1034",1081,"Zlin",1996-12-21,"monthly",2,0,NA,NA,NA,NA,NA,NA,15,5300,45,800,29617
"1035",1082,"Benesov",1996-06-08,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,11700,58,300,26598
"1036",1083,"Jicin",1996-12-06,"monthly",1,0,"current","False","False",50976,1416,"36",15,22240,59,400,48736
"1037",1085,"Havlickuv Brod",1997-09-11,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,16000,35,13389,61356
"1038",1086,"Litomerice",1996-06-17,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,1410,57,700,26273
"1039",1087,"Brno - venkov",1996-06-26,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,26900,61,900,77560
"1040",1088,"Ceska Lipa",1993-12-19,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,9350,117,500,33303
"1041",1089,"Ostrava - mesto",1995-10-10,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,26300,78,500,45743
"1042",1090,"Jesenik",1996-10-19,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,5800,63,1000,59616
"1043",1091,"Jindrichuv Hradec",1993-09-09,"monthly",1,0,NA,NA,NA,NA,NA,NA,300,2900,87,700,91521
"1044",1092,"Usti nad Labem",1995-06-06,"monthly",1,1,NA,NA,NA,NA,NA,NA,15,15200,87,900,48616
"1045",1093,"Brno - mesto",1996-01-14,"monthly",1,0,"current","False","False",385104,8023,"48",15,42800,71,1000,121007
"1046",1094,"Jablonec n. Nisou",1996-07-10,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,17300,56,1000,33222
"1047",1095,"Brno - mesto",1997-06-18,"monthly",2,0,NA,NA,NA,NA,NA,NA,15,20500,38,400,72304
"1048",1096,"Chomutov",1997-03-03,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,5500,45,400,29913
"1049",1097,"Bruntal",1996-06-22,"monthly",2,1,NA,NA,NA,NA,NA,NA,15,38560,67,1000,97800
"1050",1098,"Pardubice",1993-12-28,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,13850,118,600,62585
"1051",1100,"Jablonec n. Nisou",1996-09-23,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,4100,51,700,18190
"1052",1101,"Kladno",1997-09-22,"monthly",1,1,NA,NA,NA,NA,NA,NA,15,20700,32,400,64523
"1053",1102,"Karvina",1996-02-19,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,9200,79,700,52604
"1054",1103,"Zdar nad Sazavou",1995-07-09,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,27700,86,16416,76017
"1055",1104,"Most",1995-12-07,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,16600,76,800,76519
"1056",1105,"Brno - venkov",1994-09-01,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,9600,108,500,52000
"1057",1106,"Strakonice",1993-08-29,"weekly",1,0,"expired","True","False",192552,8023,"24",4,56100,147,-10979,153689
"1058",1107,"Havlickuv Brod",1993-09-08,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,11250,129,800,40091
"1059",1108,"Plzen - mesto",1995-03-09,"monthly",1,1,NA,NA,NA,NA,NA,NA,15,7850,87,1000,58224
"1060",1109,"Zdar nad Sazavou",1994-10-27,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,26200,102,600,78151
"1061",1110,"Brno - mesto",1997-07-10,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,17000,39,300,72261
"1062",1111,"Kolin",1996-02-16,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,35200,69,400,72051
"1063",1112,"Rychnov nad Kneznou",1995-02-03,"monthly",1,1,NA,NA,NA,NA,NA,NA,15,47520,97,900,113905
"1064",1113,"Mlada Boleslav",1996-09-23,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,24960,72,1100,65921
"1065",1114,"Kutna Hora",1993-11-13,"weekly",2,0,NA,NA,NA,NA,NA,NA,30,61100,130,300,142371
"1066",1115,"Chomutov",1993-03-27,"monthly",2,0,NA,NA,NA,NA,NA,NA,15,9700,135,300,25710
"1067",1116,"Hl.m. Praha",1993-07-20,"monthly",1,1,NA,NA,NA,NA,NA,NA,15,21920,147,900,62748
"1068",1117,"Frydek - Mistek",1996-08-29,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,12550,53,400,29039
"1069",1118,"Rychnov nad Kneznou",1993-07-04,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,20100,140,200,46241
"1070",1120,"Hl.m. Praha",1993-10-05,"monthly",2,0,NA,NA,NA,NA,NA,NA,15,11000,121,900,33703
"1071",1121,"Ceska Lipa",1996-04-17,"monthly",1,1,NA,NA,NA,NA,NA,NA,15,25300,66,800,85002
